state,county,kfr_black_female_n,kfr_black_female_mean,kfr_top20_black_female_n,kfr_top20_black_female_mean,married_black_female_n,married_black_female_mean,has_dad_black_female_n,has_dad_black_female_mean,teenbrth_black_female_n,teenbrth_black_female_mean,working_black_female_n,working_black_female_mean,proginc_black_female_n,proginc_black_female_mean,coll_black_female_n,coll_black_female_mean,wgflx_rk_black_female_n,wgflx_rk_black_female_mean,hours_wk_black_female_n,hours_wk_black_female_mean,kfr_top01_black_female_n,kfr_top01_black_female_mean,lpov_nbh_black_female_n,lpov_nbh_black_female_mean,two_par_black_female_n,two_par_black_female_mean,has_mom_black_female_n,has_mom_black_female_mean,staytract_black_female_n,staytract_black_female_mean,staycz_black_female_n,staycz_black_female_mean,stayhome_black_female_n,stayhome_black_female_mean,grad_black_female_n,grad_black_female_mean,comcoll_black_female_n,comcoll_black_female_mean,kfr_white_female_n,kfr_white_female_mean,kfr_top20_white_female_n,kfr_top20_white_female_mean,married_white_female_n,married_white_female_mean,has_dad_white_female_n,has_dad_white_female_mean,teenbrth_white_female_n,teenbrth_white_female_mean,working_white_female_n,working_white_female_mean,proginc_white_female_n,proginc_white_female_mean,coll_white_female_n,coll_white_female_mean,wgflx_rk_white_female_n,wgflx_rk_white_female_mean,hours_wk_white_female_n,hours_wk_white_female_mean,kfr_top01_white_female_n,kfr_top01_white_female_mean,lpov_nbh_white_female_n,lpov_nbh_white_female_mean,two_par_white_female_n,two_par_white_female_mean,has_mom_white_female_n,has_mom_white_female_mean,staytract_white_female_n,staytract_white_female_mean,staycz_white_female_n,staycz_white_female_mean,stayhome_white_female_n,stayhome_white_female_mean,grad_white_female_n,grad_white_female_mean,comcoll_white_female_n,comcoll_white_female_mean,kfr_black_male_n,kfr_black_male_mean,kfr_top20_black_male_n,kfr_top20_black_male_mean,married_black_male_n,married_black_male_mean,has_dad_black_male_n,has_dad_black_male_mean,working_black_male_n,working_black_male_mean,proginc_black_male_n,proginc_black_male_mean,coll_black_male_n,coll_black_male_mean,wgflx_rk_black_male_n,wgflx_rk_black_male_mean,hours_wk_black_male_n,hours_wk_black_male_mean,kfr_top01_black_male_n,kfr_top01_black_male_mean,lpov_nbh_black_male_n,lpov_nbh_black_male_mean,two_par_black_male_n,two_par_black_male_mean,has_mom_black_male_n,has_mom_black_male_mean,staytract_black_male_n,staytract_black_male_mean,staycz_black_male_n,staycz_black_male_mean,stayhome_black_male_n,stayhome_black_male_mean,grad_black_male_n,grad_black_male_mean,comcoll_black_male_n,comcoll_black_male_mean,kfr_white_male_n,kfr_white_male_mean,kfr_top20_white_male_n,kfr_top20_white_male_mean,married_white_male_n,married_white_male_mean,has_dad_white_male_n,has_dad_white_male_mean,working_white_male_n,working_white_male_mean,proginc_white_male_n,proginc_white_male_mean,coll_white_male_n,coll_white_male_mean,wgflx_rk_white_male_n,wgflx_rk_white_male_mean,hours_wk_white_male_n,hours_wk_white_male_mean,kfr_top01_white_male_n,kfr_top01_white_male_mean,lpov_nbh_white_male_n,lpov_nbh_white_male_mean,two_par_white_male_n,two_par_white_male_mean,has_mom_white_male_n,has_mom_white_male_mean,staytract_white_male_n,staytract_white_male_mean,staycz_white_male_n,staycz_white_male_mean,stayhome_white_male_n,stayhome_white_male_mean,grad_white_male_n,grad_white_male_mean,comcoll_white_male_n,comcoll_white_male_mean,kid_white_male_n,kid_white_female_n,kid_black_male_n,kid_black_female_n
13,237,290,.31121078,290,.03047982,290,.083603717,290,.47976509,290,.4816007,290,.85978681,,,23,.16680548,,,,,290,.000025741399,287,.16185397,290,.2914755,290,.81119293,287,.514781,287,.67883199,207,.17747569,,,23,.3358902,559,.49349639,559,.19954862,559,.54409349,559,.84142101,559,.19541307,559,.7227965,24,-.005155067,50,.35769159,,,24,27.727907,559,.010862153,555,.48283905,559,.78205585,559,.94071704,555,.22002013,555,.54191107,423,.079807594,24,.14909223,50,.4852469,277,.31457746,277,.043048725,277,.1124033,277,.47977331,277,.76242894,,,24,.016448319,,,,,277,.000109109,276,.24467774,277,.28887415,277,.80963647,276,.4707934,276,.65798479,186,.30073851,,,24,.087763511,616,.44005266,616,.1495755,616,.43477181,616,.86660397,616,.72922063,43,.10830351,72,.24686034,38,.46513259,43,33.820244,616,.004302457,609,.49885023,616,.77486199,616,.9084726,609,.33418715,609,.60887682,458,.1559246,43,.019809645,72,.34409064,1180,1128,857,946
13,239,40,.30496159,40,-.00092443201,40,.18689302,40,.5170005,40,.68509954,40,.70733511,,,,,,,,,40,.0037905241,40,.1157205,40,.20558953,40,.6732623,40,.31373304,40,.52877504,21,.14850973,,,,,28,.47965208,28,.040262841,28,.58313113,28,.79786795,28,.39382055,28,.59350526,,,,,,,,,28,-.001115449,27,.11988784,28,.7305125,28,.93653142,27,.15515791,27,.48956451,20,.11283369,,,,,31,.35208559,31,.046206057,31,.21141934,31,.58957297,31,.80590761,,,,,,,,,31,.001134389,30,.053619653,31,.45959267,31,.8568936,30,.49024415,30,.68478668,,,,,,,31,.30616862,31,.029978888,31,.30824748,31,.73883593,31,.6876024,,,,,,,,,31,.003311994,29,.10405555,31,.71844727,31,.98984724,29,.47853801,29,.6317926,22,.40068179,,,,,105,104,204,197
13,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,.46217212,317,.12274268,317,.5565123,317,.87094331,317,.15150094,317,.73262262,27,.0049193818,46,.27036718,,,27,24.112232,317,.0031197129,315,.20698199,317,.82012194,317,.94975787,315,.31583813,315,.57078832,232,.14630583,27,.13328853,46,.39457193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,.47409865,371,.1734667,371,.54251391,371,.88237345,371,.74914831,,,39,.21009153,,,,,371,.0076813181,370,.23734199,371,.82105422,371,.93855864,370,.32316473,370,.56493932,272,.16178907,,,39,.33235952,1523,1414,22,26
13,243,209,.30936882,209,.0039042761,209,.12318923,209,.45865214,209,.57843882,209,.79767179,,,24,.11791863,,,,,209,-.00030283001,208,.075950474,209,.22575545,209,.76491696,208,.40612423,208,.52487087,116,.15495121,,,24,.17722361,81,.53269666,81,.22635099,81,.63499415,81,.83591026,81,.19020623,81,.68041706,,,,,,,,,81,.011388319,80,.26508513,81,.77087289,81,.93155748,80,.25051075,80,.3519873,54,.034823846,,,,,203,.31588343,203,.02935533,203,.13013878,203,.58044332,203,.73114812,,,,,,,,,203,.00038046201,197,.13102916,203,.3322486,203,.7527855,197,.40285677,197,.47298875,113,.21341246,,,,,68,.48873675,68,.10861813,68,.50035673,68,.86420125,68,.74220455,,,,,,,,,68,-.000805341,66,.26200116,68,.79814124,68,.93743014,66,.24252371,66,.40277347,45,.087311789,,,,,298,291,788,692
13,245,5766,.36224702,5766,.046784736,5766,.16808532,5766,.5362134,5766,.39741921,5766,.82332867,281,.05605159,477,.28462067,217,.40813243,281,26.762766,5766,.00073478499,5726,.25001699,5766,.39032492,5766,.85413748,5726,.20383844,5726,.71479309,4334,.1787357,282,.16241559,477,.38479248,4355,.50672084,4355,.20656952,4355,.53832948,4355,.83338636,4355,.19473904,4355,.69236267,301,.020728335,512,.42677528,223,.45622185,301,26.804539,4355,.0099051101,4327,.43065861,4355,.76249945,4355,.92913288,4327,.17918308,4327,.66239721,3415,.10415386,302,.22417672,512,.49680781,5599,.3238641,5599,.043260381,5599,.17652537,5599,.55436355,5599,.74669909,266,.023063643,457,.13259725,183,.40807861,266,26.900368,5599,.000248953,5500,.24088618,5599,.41430596,5599,.85992151,5499,.27127767,5499,.68152207,3741,.25990236,268,.035885382,457,.19461665,4644,.48030084,4644,.17563532,4644,.47131124,4644,.84401786,4644,.78183144,266,.014878323,455,.34677646,233,.51571828,266,35.843086,4644,.0061383699,4600,.4063127,4644,.76528972,4644,.9213208,4601,.21954907,4601,.66220981,3609,.13958354,266,.13437635,455,.43457469,9019,8483,16218,15892
13,247,1006,.3780193,1006,.063948952,1006,.17864569,1006,.56738728,1006,.34446409,1006,.82668698,37,.013399237,78,.24082397,30,.34187433,37,27.216778,1006,.001907166,1000,.35353452,1006,.44839126,1006,.88095707,1000,.25184882,1000,.81367391,784,.22676593,37,.14519395,78,.4036994,2395,.56625432,2395,.24339882,2395,.60011339,2395,.89703953,2395,.12590823,2395,.73903525,157,.010208554,284,.45359227,112,.499331,157,26.736713,2395,.0070095472,2386,.58742946,2395,.85547376,2395,.95863307,2386,.12848434,2386,.66556841,2035,.11858045,157,.18697947,284,.58836687,982,.33540466,982,.052814581,982,.17862143,982,.56948954,982,.72872251,38,.00038194499,68,.17508085,32,.53705865,38,32.397465,982,.000425495,970,.33513013,982,.45115894,982,.8817836,970,.2423079,970,.80401337,675,.24486928,38,.010326478,68,.25713816,2408,.54918075,2408,.23639114,2408,.55341613,2408,.8825509,2408,.81396765,158,.012496485,257,.38277224,144,.5272525,158,41.605,2408,.0081678554,2390,.59215122,2408,.83688027,2408,.95441896,2390,.1558159,2390,.68249494,1983,.12998158,158,.097463779,257,.45571241,6565,6219,2269,2210
13,249,32,.29677507,32,.001650258,32,.15119138,32,.65150988,32,.63871586,32,.74324548,,,,,,,,,32,.002105599,31,.088680208,32,.48066559,32,.84280288,31,.24911599,31,.71611947,,,,,,,76,.51098543,76,.21251862,76,.61093318,76,.72007108,76,.24383572,76,.82859653,,,,,,,,,76,-.0025944691,74,.42921799,76,.66523319,76,.9439007,74,.20446938,74,.45419109,48,.053583547,,,,,26,.25838009,26,.054826371,26,.10723645,26,.50123322,26,.66360092,,,,,,,,,26,-.001932894,26,.067925721,26,.38664302,26,.88880813,26,.26804039,26,.57786971,,,,,,,78,.53548545,78,.10547883,78,.66746116,78,.82073534,78,.90499049,,,,,,,,,78,.00033133,77,.31918427,78,.77073735,78,.95261043,77,.37045386,77,.5911696,61,.095426433,,,,,308,329,213,196
13,251,313,.34776342,313,.034213215,313,.16523413,313,.55976874,313,.44334215,313,.83935571,,,30,.13199216,,,,,313,.000052111802,311,.13235766,313,.38976923,313,.8302086,311,.27799684,311,.62666303,203,.16088697,,,30,.44338763,329,.50995374,329,.19198006,329,.55674571,329,.86055678,329,.19095427,329,.73279303,24,-.0093115279,40,.35455725,,,24,27.488594,329,.004408848,327,.20408787,329,.78910887,329,.92706698,327,.28277633,327,.6838305,253,.093870074,24,.073252261,40,.44298831,315,.30382928,315,.013973916,315,.16669829,315,.58867168,315,.76120609,,,29,.0300301,,,,,315,.00119378,311,.13931407,315,.40168944,315,.81277323,311,.39000252,311,.66772586,197,.30102956,,,29,.13405986,365,.50453424,365,.17316595,365,.54342127,365,.88668615,365,.7339713,36,.02444393,50,.38553065,33,.46310037,36,40.165714,365,.0074311681,364,.16774687,365,.81612754,365,.92888397,364,.3807945,364,.652601,279,.13334745,36,.23476428,50,.42523649,1016,898,1132,1155
13,253,140,.33614534,140,.01778781,140,.12963963,140,.59733427,140,.47203308,140,.84985316,,,,,,,,,140,.00095368898,140,.089146778,140,.36280704,140,.76491386,140,.33004433,140,.59434205,82,.25951999,,,,,204,.46160749,204,.15595762,204,.49161127,204,.86076009,204,.25213215,204,.72016108,21,.0071150032,30,.33623886,,,21,20.464937,204,.001300434,204,.15949941,204,.79237127,204,.93150479,204,.31408089,204,.60679716,141,.13244525,21,.084179051,30,.4414373,127,.31086966,127,.01590381,127,.13059744,127,.63611954,127,.78984904,,,,,,,,,127,.000060402101,124,.063367411,127,.43967164,127,.80322504,124,.40297213,124,.50679851,73,.27676702,,,,,217,.45346174,217,.10986435,217,.45877182,217,.87099659,217,.78196961,,,20,.13989818,,,,,217,.00087855099,213,.169082,217,.79142976,217,.92011124,213,.4023473,213,.6366607,147,.19391488,,,20,.32000539,585,551,592,588
13,255,1060,.31381547,1060,.027033931,1060,.094749592,1060,.39875805,1060,.50114632,1060,.81571585,36,.0019201901,76,.16210949,28,.38008085,36,27.696018,1060,-.000020630299,1049,.1467676,1060,.23955311,1060,.84087545,1049,.30634534,1049,.72836876,754,.21514517,36,.11490142,76,.27635625,1957,.49548396,1957,.17077127,1957,.55923504,1957,.83894849,1957,.25062695,1957,.7199977,125,.044124078,227,.32611075,93,.41128337,125,23.602522,1957,.0061491379,1943,.38569617,1957,.78573447,1957,.94674462,1943,.18746342,1943,.58616042,1513,.11484487,125,.19250222,227,.44435778,1021,.27686924,1021,.018153533,1021,.10420924,1021,.438932,1021,.73786449,49,-.00255353,77,.055689842,23,.36640039,49,13.552734,1021,.0024708749,1007,.13498397,1021,.27525836,1021,.83630216,1007,.3670269,1007,.72931415,633,.33710968,50,.014798775,77,.068750568,2044,.47146371,2044,.14210437,2044,.48950869,2044,.8507666,2044,.78758454,119,.0013346371,212,.2192931,105,.47885433,119,36.711788,2044,.001247075,2026,.36791852,2044,.78214055,2044,.93128937,2026,.26478541,2026,.61746591,1588,.16318099,119,.13402975,212,.28067383,4677,4372,3163,3078
13,257,134,.32805365,134,.018062104,134,.11845168,134,.53375912,134,.41812971,134,.84712428,,,,,,,,,134,-.000274594,132,.15125519,134,.37409121,134,.83542407,132,.29879844,132,.50971419,85,.1972958,,,,,837,.49800032,837,.1523391,837,.60120612,837,.8467223,837,.22978681,837,.73065627,56,.03299538,99,.35231757,40,.38162306,56,23.493174,837,.01213093,829,.19437434,837,.78518796,837,.93808687,829,.28002158,829,.60947794,655,.08440607,56,.15382673,99,.45947838,152,.32160074,152,.021605264,152,.20319767,152,.62612987,152,.77952462,,,,,,,,,152,-4.5000002e-06,150,.12981988,152,.4547646,152,.8298223,150,.35505703,150,.60264677,98,.20564565,,,,,908,.48559138,908,.12422453,908,.54047805,908,.87151837,908,.80032736,50,.00050008798,92,.17302237,43,.42356038,50,34.257381,908,.0051456429,899,.19577491,908,.8165791,908,.94490707,899,.27730531,899,.58831114,662,.12837033,50,.088908717,92,.29182854,2498,2298,462,441
13,259,117,.28195876,117,.0095048044,117,.073989004,117,.45913121,117,.37140855,117,.73424226,,,,,,,,,117,-.000084706298,114,.13892199,117,.25808221,117,.80102658,114,.33297524,114,.46960843,71,.24294418,,,,,70,.54501414,70,.21210654,70,.59530318,70,.81722528,70,.1275277,70,.80178487,,,,,,,,,70,.000692036,69,.27272108,70,.7808128,70,.96345413,69,.36825186,69,.61246693,50,.1041991,,,,,106,.25006807,106,.00047927201,106,.093364216,106,.5883255,106,.65276963,,,,,,,,,106,-.0010401329,102,.062354628,106,.31095973,106,.72097021,102,.45735681,102,.60357451,52,.16476232,,,,,62,.47506025,62,.16678315,62,.52496487,62,.92434669,62,.85697955,,,,,,,,,62,-.0012451319,62,.26830697,62,.85409576,62,.93126714,62,.34403181,62,.56919253,46,.18553841,,,,,189,170,476,424
13,261,690,.30867353,690,.030907527,690,.12002141,690,.51341981,690,.48897517,690,.79935694,26,.081076831,53,.19033319,20,.2559343,26,25.452087,690,-.000038583501,677,.13073729,690,.30446798,690,.79147434,677,.26509964,677,.59044236,451,.1748312,26,.023815101,53,.37366301,592,.54590815,592,.22960398,592,.58976424,592,.89055705,592,.15874921,592,.78420913,51,.0092827091,84,.51532155,42,.47465336,51,33.732635,592,.0026258531,589,.32131958,592,.85668868,592,.9664492,589,.17760915,589,.4350929,465,.098707795,51,.22099023,84,.61419821,668,.30227822,668,.028477466,668,.13863717,668,.45643824,668,.73617679,29,.023134761,58,.12996534,,,29,22.321274,668,.00033424899,656,.11566387,668,.28558114,668,.8290841,656,.37754151,656,.5850901,412,.26079583,29,-.00068034802,58,.14058466,591,.52988398,591,.1948162,591,.54627466,591,.90044671,591,.8378045,33,.001157861,76,.27881905,27,.4786123,33,36.697128,591,.0066188052,586,.29103175,591,.84973156,591,.9492563,587,.21443315,587,.47663599,462,.14262454,33,.057527356,76,.29673573,1729,1554,2796,2731
13,263,161,.34362692,161,.010813208,161,.10155083,161,.58662492,161,.46065462,161,.83166039,,,,,,,,,161,-.00054413098,154,.17216396,161,.30753857,161,.71931064,154,.2992653,154,.72778904,109,.14784023,,,,,93,.51206934,93,.12645647,93,.58020556,93,.86144018,93,.20976752,93,.67313141,,,,,,,,,93,-.00145043,92,.4258745,93,.82943964,93,.96914625,92,.21185569,92,.61620605,68,.026118638,,,,,150,.34561956,150,.048805505,150,.13727474,150,.50668663,150,.81428504,,,21,.044489626,,,,,150,-.000041274401,145,.12937124,150,.27168027,150,.76532274,145,.3873294,145,.67294341,97,.29150194,,,21,.13312529,87,.46238557,87,.18034053,87,.4774693,87,.87736762,87,.70953578,,,,,,,,,87,.010979261,87,.37380856,87,.79181147,87,.91886592,87,.2521863,87,.63036138,67,.15353966,,,,,229,216,523,560
13,265,54,.32456297,54,.0126135,54,.11609112,54,.49399605,54,.399198,54,.7454766,,,,,,,,,54,.0048610452,54,.10244955,54,.21598375,54,.72111589,54,.34807038,54,.54831004,34,.15325888,,,,,31,.48988834,31,.079381824,31,.7146762,31,.96499491,31,.25515893,31,.58892703,,,,,,,,,31,-.0076190759,31,.025294326,31,.91661161,31,.95029747,31,.40702924,31,.6311872,23,.17253073,,,,,55,.28507671,55,.054457527,55,.07040856,55,.74920708,55,.75006378,,,,,,,,,55,-.001007151,54,.066607386,55,.44647557,55,.7042045,54,.52487373,54,.61872673,36,.52569246,,,,,21,.46265143,21,.059852235,21,.69624615,21,.84032422,21,.60437733,,,,,,,,,21,.026429204,21,.13191378,21,.83830106,21,.99780327,21,.57325524,21,.77621895,,,,,,,57,81,202,138
13,267,158,.3228057,158,.025146466,158,.20872983,158,.58159536,158,.48386738,158,.79300034,,,20,.27900141,,,,,158,.000493953,154,.12466776,158,.34014061,158,.75926977,154,.28790921,154,.51173162,98,.18851192,,,20,.35649773,464,.48675254,464,.12575774,464,.53204924,464,.88300574,464,.22337425,464,.72287923,32,.002515791,60,.26656947,21,.43732783,32,24.737556,464,.002431066,458,.1701299,464,.81554258,464,.9332208,458,.37662467,458,.63171959,332,.12968333,32,.1941911,60,.34569496,142,.31572965,142,.026733335,142,.1040611,142,.65093386,142,.77768219,,,,,,,,,142,-.000073966199,139,.18285747,142,.39881364,142,.74954087,139,.33171639,139,.51590168,72,.16040912,,,,,489,.44360611,489,.11877699,489,.49180809,489,.85223925,489,.74118513,26,.0037353211,44,.21803622,25,.42137557,26,38.413849,489,.00039473499,482,.12812753,489,.77215749,489,.92043817,482,.40726706,482,.64372641,315,.19573383,26,.17319547,44,.28319916,1467,1371,786,741
13,269,118,.29193053,118,.016737148,118,.092984192,118,.67357951,118,.52728683,118,.76721686,,,,,,,,,118,-.000839499,110,.15745543,118,.34190673,118,.66995764,110,.4050374,110,.70383114,67,.20050988,,,,,135,.52527547,135,.20137344,135,.66823328,135,.88549501,135,.24579553,135,.75049901,,,,,,,,,135,-.001208017,133,.22933628,135,.81182903,135,.92522788,133,.34485418,133,.66517031,99,.039533183,,,,,103,.26987568,103,.023265943,103,.087698869,103,.61916435,103,.72480029,,,,,,,,,103,-.001126523,99,.15760706,103,.21843734,103,.59599805,99,.40342396,99,.64847535,63,.33044928,,,,,137,.50443888,137,.13489507,137,.55555397,137,.88815844,137,.78743809,,,20,.43712509,,,,,137,-.001150167,135,.12637293,137,.78898084,137,.89954174,135,.44015428,135,.69755203,91,.16491197,,,20,.46661797,566,535,612,593
13,271,161,.32802689,161,.050904658,161,.1564393,161,.4796747,161,.44338521,161,.77156454,,,,,,,,,161,-.000508931,158,.11698777,161,.28631249,161,.80780488,158,.3697778,158,.52838343,104,.12042724,,,,,243,.49300659,243,.19739681,243,.573771,243,.84674793,243,.21445908,243,.72722,24,.007635192,38,.33875114,20,.40768778,24,29.032713,243,.00050968002,240,.14000238,243,.76063621,243,.91533297,240,.30945781,240,.57793337,163,.12247408,24,.24996768,38,.51630461,168,.32024929,168,.043912597,168,.11387273,168,.49123096,168,.73603666,,,,,,,,,168,-.00049699598,166,.1666683,168,.26967061,168,.77813137,166,.33898827,166,.45657018,94,.23848355,,,,,210,.43934932,210,.08688432,210,.5519129,210,.87173426,210,.71356815,,,23,.13207422,,,,,210,.0052805841,208,.13155244,210,.80938971,210,.93840235,208,.46217638,208,.68168753,137,.16241753,,,23,.20472912,736,715,577,554
13,273,297,.30150774,297,.019675074,297,.079082862,297,.5376699,297,.56254238,297,.77170849,,,26,.13639188,,,,,297,-.000323274,295,.13704923,297,.238429,297,.70084745,295,.35159633,295,.75414151,205,.18025848,,,26,.29447553,124,.58068132,124,.29617038,124,.6321103,124,.87841541,124,.24996346,124,.8152625,,,26,.5569731,,,,,124,.007228463,122,.32231197,124,.78868359,124,.91410869,122,.15981562,122,.54611671,93,.013392071,,,26,.67106217,253,.26003063,253,.006483872,253,.07881242,253,.51832926,253,.62816763,,,20,.11345669,,,,,253,.00033835901,243,.077538505,253,.21396531,253,.69622231,243,.32882103,243,.65233344,138,.26972038,,,20,.10643617,125,.51489633,125,.22921409,125,.46637267,125,.86418867,125,.78422695,,,,,,,,,125,.016810078,125,.17985055,125,.75472057,125,.89169079,125,.26524094,125,.63924414,100,.15440391,,,,,390,370,1157,1114
13,275,824,.33392441,824,.036408383,824,.14393488,824,.44955465,824,.48552606,824,.80974805,38,.032224439,65,.39998966,24,.40459237,38,22.360336,824,-.0000214917,815,.15194704,824,.24401164,824,.79425609,815,.27970651,815,.60710835,551,.16933143,39,.17846663,65,.5214628,1141,.56451893,1141,.24875322,1141,.63813007,1141,.84940952,1141,.16288896,1141,.72911769,104,.074945226,155,.39829925,83,.49129656,104,24.819304,1141,.01152979,1136,.24637629,1141,.78068513,1141,.93159163,1136,.2017892,1136,.51239574,942,.066283137,104,.14902562,155,.47255811,733,.29056427,733,.029183136,733,.15525961,733,.51201177,733,.68204272,27,-3.6199999e-06,52,.11258335,,,27,23.296333,733,.0000813031,712,.14155284,733,.24888049,733,.7367081,712,.31560358,712,.58725232,438,.20879923,27,.068428569,52,.15018173,1150,.52260935,1150,.1878158,1150,.55743027,1150,.8623988,1150,.78862417,94,-.001867108,146,.28461462,89,.47449681,94,39.525131,1150,.013877054,1144,.22218436,1150,.80852658,1150,.94602042,1144,.24162197,1144,.56854612,884,.11269198,94,.13673581,146,.39998409,2885,2861,2696,2711
13,277,594,.29423383,594,.014025782,594,.10900275,594,.47383296,594,.53605717,594,.79929245,21,.19026303,39,.27551281,,,21,30.646996,594,.00041632599,591,.10161807,594,.26260281,594,.78933901,591,.35178798,591,.69080466,390,.18549863,21,.001864695,39,.41135398,1029,.53112119,1029,.1948614,1029,.59475827,1029,.85624993,1029,.19375594,1029,.74435812,60,.005863857,107,.48721355,48,.38465494,60,28.566441,1029,.0083621684,1024,.24927798,1029,.80414206,1029,.94804841,1024,.22965305,1024,.5844003,757,.08945778,61,.16298088,107,.57321674,591,.26879105,591,.018834168,591,.11422136,591,.4859632,591,.70569307,27,-.00084168301,49,.066897325,,,27,22.737703,591,.0023243329,582,.10997903,591,.2945267,591,.8084504,582,.38314959,582,.65412873,323,.22948818,27,.0024489339,49,.14434496,1122,.51442367,1122,.18555787,1122,.57953531,1122,.8560825,1122,.80364102,68,.00390781,118,.25607499,63,.45838681,68,40.111492,1122,.0094114598,1118,.26866406,1122,.80356169,1122,.94784105,1118,.26448095,1118,.5541563,834,.13701268,68,.14305992,118,.40590048,2744,2723,1895,1869
13,279,380,.3078776,380,.03403715,380,.11198516,380,.51814502,380,.5377124,380,.8185882,,,35,.29420155,,,,,380,-.000183696,374,.099914499,380,.32678825,380,.80880839,374,.32117438,374,.61612087,239,.15330219,,,35,.38123322,798,.51552522,798,.20761772,798,.56335831,798,.83884174,798,.21591292,798,.70736074,52,.020308897,93,.38251129,39,.51853037,52,30.28227,798,.0097104181,792,.18450542,798,.79179698,798,.95240593,792,.28033349,792,.58907658,579,.093252338,52,.20257621,93,.5432775,330,.28184217,330,.026803413,330,.15760311,330,.53611755,330,.72340965,,,27,.13256495,,,,,330,-.00034803001,322,.14605717,330,.31860131,330,.78258085,322,.29306176,322,.54024726,186,.19069922,,,27,.2269043,826,.49550489,826,.1905421,826,.48780409,826,.88166308,826,.8056078,55,.004248512,97,.35984498,48,.49827123,55,37.541889,826,.0043261591,817,.15396233,826,.80912262,826,.92775178,817,.31711951,817,.59761429,572,.13451488,55,.071125746,97,.46193919,2057,2100,1110,1175
13,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,.48388904,260,.10028759,260,.64171571,260,.852727,260,.17636697,260,.7264775,,,27,.40838566,,,,,260,.00056338601,259,.43332949,260,.82024175,260,.96712375,259,.31883091,259,.57369459,200,.087675601,,,27,.49165973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,.4776482,292,.1339764,292,.5537951,292,.83496118,292,.76190382,21,.0023139999,32,.46079639,,,21,40.837234,292,.013602252,292,.43954182,292,.80872774,292,.97330242,292,.34377304,292,.59547925,201,.1677421,21,.065387569,32,.4860214,743,743,0,0
13,283,118,.31647757,118,.023419648,118,.086661689,118,.43286833,118,.40459493,118,.80500805,,,,,,,,,118,-.000309141,117,.11950955,118,.37777141,118,.94236493,117,.54883748,117,.64447999,68,.18084966,,,,,167,.53564459,167,.22227328,167,.61623317,167,.8760671,167,.22381644,167,.76375842,,,,,,,,,167,-.00089500402,166,.092969753,167,.85858905,167,.98338562,166,.35715404,166,.6358434,114,.091353163,,,,,92,.2832382,92,.0026567951,92,.10580114,92,.48791358,92,.7743057,,,,,,,,,92,.00083926198,89,.11369293,92,.38159296,92,.89577997,89,.50009888,89,.54030901,57,.2785342,,,,,173,.47541508,173,.11586455,173,.48022437,173,.90539414,173,.77016133,,,22,.33687851,,,,,173,.00056510099,173,.1215473,173,.85112458,173,.94767851,173,.52034253,173,.68551236,117,.24832776,,,22,.48387781,520,510,365,343
13,285,1018,.32080257,1018,.019758031,1018,.086146176,1018,.46997166,1018,.50122023,1018,.82516676,51,.042611931,97,.15658951,39,.29584956,51,24.690001,1018,.000122845,1012,.14475784,1018,.27997518,1018,.81019646,1012,.33710518,1012,.76917809,749,.19345737,51,.054490309,97,.24578397,1946,.52377766,1946,.20528412,1946,.56825417,1946,.85680926,1946,.22082892,1946,.72660607,143,.047676127,233,.37815151,109,.44087216,143,26.400137,1946,.0079009067,1934,.38483053,1946,.80218101,1946,.94539607,1935,.23735473,1935,.62166482,1543,.11035248,143,.20061937,233,.47735745,989,.30325592,989,.024913674,989,.10589869,989,.50211525,989,.75866222,46,-.002144949,87,.10318272,29,.39472741,46,23.473555,989,.001552142,970,.1521427,989,.26937127,989,.76711708,970,.38011417,970,.72526371,636,.29873696,47,.0010854549,87,.12018661,1950,.50869411,1950,.18134132,1950,.52962488,1950,.86014587,1950,.78769529,121,.010090684,232,.25494197,100,.51169693,121,35.856483,1950,.0072815521,1935,.35642087,1950,.79153937,1950,.93152785,1935,.2553525,1935,.62559056,1455,.14502555,121,.079673395,232,.32758054,4799,4635,3177,3090
13,287,207,.2914342,207,.028000902,207,.06588012,207,.41480887,207,.52993363,207,.80333847,,,21,.04040309,,,,,207,-.00051580899,204,.078587458,207,.21949886,207,.80301601,204,.46646413,204,.73683,126,.12759061,,,21,.11786651,180,.49830604,180,.20761183,180,.54493439,180,.87416816,180,.19238193,180,.77107131,,,23,.37716991,,,,,180,.012704109,179,.14152651,180,.7816723,180,.90791321,179,.33661291,179,.6156826,124,.080093004,,,23,.38861251,186,.24643831,186,.0131774,186,.13522966,186,.50468826,186,.6959573,,,,,,,,,186,-.00032377901,182,.057087336,186,.27288947,186,.76875013,182,.43691471,182,.6537807,99,.18039776,,,,,220,.4660728,220,.12093803,220,.52208024,220,.83939821,220,.78851932,,,21,-.00013257901,,,,,220,.0056355721,220,.15466473,220,.75095546,220,.91084087,220,.34397328,220,.58027065,159,.14741607,,,21,.07247965,668,607,735,704
