state,county,kfr_black_female_n,kfr_black_female_mean,kfr_top20_black_female_n,kfr_top20_black_female_mean,married_black_female_n,married_black_female_mean,has_dad_black_female_n,has_dad_black_female_mean,teenbrth_black_female_n,teenbrth_black_female_mean,working_black_female_n,working_black_female_mean,proginc_black_female_n,proginc_black_female_mean,coll_black_female_n,coll_black_female_mean,wgflx_rk_black_female_n,wgflx_rk_black_female_mean,hours_wk_black_female_n,hours_wk_black_female_mean,kfr_top01_black_female_n,kfr_top01_black_female_mean,lpov_nbh_black_female_n,lpov_nbh_black_female_mean,two_par_black_female_n,two_par_black_female_mean,has_mom_black_female_n,has_mom_black_female_mean,staytract_black_female_n,staytract_black_female_mean,staycz_black_female_n,staycz_black_female_mean,stayhome_black_female_n,stayhome_black_female_mean,grad_black_female_n,grad_black_female_mean,comcoll_black_female_n,comcoll_black_female_mean,kfr_white_female_n,kfr_white_female_mean,kfr_top20_white_female_n,kfr_top20_white_female_mean,married_white_female_n,married_white_female_mean,has_dad_white_female_n,has_dad_white_female_mean,teenbrth_white_female_n,teenbrth_white_female_mean,working_white_female_n,working_white_female_mean,proginc_white_female_n,proginc_white_female_mean,coll_white_female_n,coll_white_female_mean,wgflx_rk_white_female_n,wgflx_rk_white_female_mean,hours_wk_white_female_n,hours_wk_white_female_mean,kfr_top01_white_female_n,kfr_top01_white_female_mean,lpov_nbh_white_female_n,lpov_nbh_white_female_mean,two_par_white_female_n,two_par_white_female_mean,has_mom_white_female_n,has_mom_white_female_mean,staytract_white_female_n,staytract_white_female_mean,staycz_white_female_n,staycz_white_female_mean,stayhome_white_female_n,stayhome_white_female_mean,grad_white_female_n,grad_white_female_mean,comcoll_white_female_n,comcoll_white_female_mean,kfr_black_male_n,kfr_black_male_mean,kfr_top20_black_male_n,kfr_top20_black_male_mean,married_black_male_n,married_black_male_mean,has_dad_black_male_n,has_dad_black_male_mean,working_black_male_n,working_black_male_mean,proginc_black_male_n,proginc_black_male_mean,coll_black_male_n,coll_black_male_mean,wgflx_rk_black_male_n,wgflx_rk_black_male_mean,hours_wk_black_male_n,hours_wk_black_male_mean,kfr_top01_black_male_n,kfr_top01_black_male_mean,lpov_nbh_black_male_n,lpov_nbh_black_male_mean,two_par_black_male_n,two_par_black_male_mean,has_mom_black_male_n,has_mom_black_male_mean,staytract_black_male_n,staytract_black_male_mean,staycz_black_male_n,staycz_black_male_mean,stayhome_black_male_n,stayhome_black_male_mean,grad_black_male_n,grad_black_male_mean,comcoll_black_male_n,comcoll_black_male_mean,kfr_white_male_n,kfr_white_male_mean,kfr_top20_white_male_n,kfr_top20_white_male_mean,married_white_male_n,married_white_male_mean,has_dad_white_male_n,has_dad_white_male_mean,working_white_male_n,working_white_male_mean,proginc_white_male_n,proginc_white_male_mean,coll_white_male_n,coll_white_male_mean,wgflx_rk_white_male_n,wgflx_rk_white_male_mean,hours_wk_white_male_n,hours_wk_white_male_mean,kfr_top01_white_male_n,kfr_top01_white_male_mean,lpov_nbh_white_male_n,lpov_nbh_white_male_mean,two_par_white_male_n,two_par_white_male_mean,has_mom_white_male_n,has_mom_white_male_mean,staytract_white_male_n,staytract_white_male_mean,staycz_white_male_n,staycz_white_male_mean,stayhome_white_male_n,stayhome_white_male_mean,grad_white_male_n,grad_white_male_mean,comcoll_white_male_n,comcoll_white_male_mean,kid_white_male_n,kid_white_female_n,kid_black_male_n,kid_black_female_n
34,29,879,.42290106,879,.11198884,879,.21539208,879,.5486173,879,.30307305,879,.82223803,48,.046699561,82,.33980304,40,.58232707,48,30.939203,879,.00028416401,872,.53902376,879,.44293472,879,.89412147,872,.16732135,872,.58032215,659,.2186531,48,.12939233,82,.40986365,17255,.59872562,17255,.3222785,17255,.56439781,17255,.88208932,17255,.066152029,17255,.78601468,1276,.017780991,2164,.51333344,1082,.57350874,1276,29.934185,17255,.013829804,17221,.76449287,17255,.82319778,17255,.94110906,17222,.19705682,17222,.64669448,14835,.14440495,1279,.17187069,2164,.60314369,827,.37559751,827,.10858802,827,.23763728,827,.58585387,827,.72564727,45,.019737588,74,.18517523,41,.52628052,45,35.217369,827,.001719529,816,.49946174,827,.48155156,827,.89622349,816,.21756202,816,.6068331,557,.24860072,45,.031278685,74,.25390148,18043,.57282472,18043,.29061455,18043,.49264213,18043,.88772434,18043,.82242823,1237,.0085308542,2112,.38795459,1133,.61477298,1237,37.393589,18043,.010605714,17984,.74751467,18043,.82625937,18043,.9385432,17983,.22810578,17983,.65513909,15302,.17160527,1239,.12654965,2112,.49052197,52015,49535,2435,2350
34,31,2746,.38268447,2746,.059185721,2746,.13294022,2746,.43963021,2746,.37652051,2746,.81167734,141,.14742266,229,.23761758,109,.43641731,141,25.507883,2746,.001200801,2703,.26409391,2746,.27412,2746,.83438504,2703,.23263271,2703,.74436271,1688,.24216363,143,.073767997,229,.32205823,9276,.66574436,9276,.42118457,9276,.59999913,9276,.89838332,9276,.036877844,9276,.78143346,682,.019988947,1141,.66446662,567,.63418823,682,30.366224,9276,.027734099,9239,.82677794,9276,.84859586,9276,.95021564,9242,.20315701,9242,.72040582,7797,.16369706,684,.27497476,1141,.72659636,2639,.33053115,2639,.060392536,2639,.15244329,2639,.47665218,2639,.70640314,120,.0059249508,226,.17151318,76,.42860973,120,21.794834,2639,.00069843,2512,.26841089,2639,.29430655,2639,.81763113,2514,.26736581,2514,.71725786,1460,.27752364,120,.0016332139,226,.22261766,9705,.62515718,9705,.37573248,9705,.50951231,9705,.90487856,9705,.82586068,679,.004266066,1151,.52848345,628,.65428364,679,38.284962,9705,.020622673,9657,.80587411,9705,.85042441,9705,.94557291,9658,.25834152,9658,.7200464,8097,.20760503,679,.19371939,1151,.59279078,26925,25570,9492,9464
34,33,446,.38291621,446,.083065651,446,.1692892,446,.48412785,446,.41919544,446,.84182513,27,.13660364,40,.26843929,23,.47845459,27,24.664309,446,.00040462599,445,.36367425,446,.36794063,446,.88460922,445,.22169793,445,.67353612,326,.12848964,27,.0040017208,40,.35052708,2498,.59273589,2498,.31585363,2498,.56567544,2498,.88150275,2498,.10925487,2498,.78952765,258,.047449421,405,.50304878,216,.54855454,258,29.432846,2498,.007348448,2492,.7159822,2498,.83310682,2498,.95167994,2492,.23976749,2492,.70999181,2123,.10862565,258,.19745134,405,.62252241,473,.36519158,473,.078053065,473,.19631767,473,.47489053,473,.75960594,22,.058015674,44,.10826876,,,22,24.125986,473,-.000018238399,467,.411282,473,.35047701,473,.87636805,468,.31919801,468,.71278834,309,.22386485,22,.062319644,44,.16457254,2582,.5768218,2582,.29631436,2582,.5120393,2582,.89267254,2582,.83228743,216,.025924094,363,.32673776,195,.64177024,216,36.835827,2582,.0061667399,2575,.6930694,2582,.83335906,2582,.94071323,2575,.27518436,2575,.71046937,2127,.14936672,216,.11901706,363,.39314863,6060,5935,1508,1447
34,35,1372,.46314532,1372,.13338186,1372,.23321284,1372,.61500782,1372,.20759466,1372,.82721889,67,.039635353,118,.5522573,56,.59418458,67,30.248217,1372,.0039656139,1367,.58646625,1372,.49026355,1372,.87525117,1368,.20294794,1368,.62803501,1103,.19920106,69,.27201357,118,.58342183,8172,.69042569,8172,.4599885,8172,.60489577,8172,.90722424,8172,.028934937,8172,.79855824,615,.016623883,1022,.75957233,535,.65178943,615,31.641911,8172,.044671431,8156,.80433774,8172,.85848725,8172,.95125252,8157,.14276789,8157,.56811601,7162,.12375887,615,.37488917,1022,.8111853,1325,.42401123,1325,.13527972,1325,.22086991,1325,.6326192,1325,.7943297,62,-.002988785,101,.3242341,49,.54494143,62,36.591682,1325,.0043097008,1307,.57731771,1325,.50862426,1325,.87599015,1307,.27155578,1307,.65867347,968,.27268204,62,.1358121,101,.40407962,8397,.65485406,8397,.42046365,8397,.51705664,8397,.91928786,8397,.84998679,571,.0051963241,976,.61676317,538,.65086395,571,40.494511,8397,.039166741,8375,.78961855,8397,.86904752,8397,.94976693,8375,.18053322,8375,.57706672,7209,.15884379,572,.19724648,976,.67588782,27260,25544,3219,3090
34,37,109,.50702637,109,.1672565,109,.35455558,109,.70747584,109,.1403556,109,.76374549,,,,,,,,,109,.049548276,109,.61533296,109,.62919807,109,.92058742,109,.14332175,109,.50261217,89,.073436342,,,,,6203,.63209957,6203,.37533998,6203,.58796561,6203,.90939087,6203,.047578454,6203,.78010547,511,.011485092,877,.60120529,431,.59497625,511,30.091019,6203,.017366737,6186,.80166942,6203,.8647784,6203,.95539904,6186,.16380911,6186,.59990275,5183,.11989879,513,.24657993,877,.70143443,98,.41444603,98,.14452378,98,.26981172,98,.76723891,98,.8525703,,,,,,,,,98,-.00157616,97,.70434099,98,.68161786,98,.91510028,97,.32554677,97,.64529455,82,.32574254,,,,,6566,.61989629,6566,.36146221,6566,.51486039,6566,.91610616,6566,.86038196,500,.015546453,845,.49262297,455,.6290732,500,36.939735,6566,.013324625,6540,.80090213,6566,.8650614,6566,.94897974,6541,.19727416,6541,.63718408,5498,.14299287,500,.1228063,845,.57233763,18870,17973,246,213
34,39,5513,.42860436,5513,.08511433,5513,.16907465,5513,.51950777,5513,.30265084,5513,.83703375,271,.066726372,497,.33017665,218,.50593233,271,28.129101,5513,.002622854,5467,.44809809,5513,.37559387,5513,.8560732,5468,.24587442,5468,.71685004,4050,.2588225,272,.1626011,497,.4003655,10144,.69146276,10144,.47210193,10144,.59281635,10144,.90853465,10144,.030874513,10144,.80779988,742,.013261936,1275,.71992761,627,.66413701,742,32.1022,10144,.036988996,10107,.79899698,10144,.86334652,10144,.95482886,10108,.18122976,10108,.64848536,8865,.15960045,745,.29289567,1275,.76153249,5321,.38885403,5321,.096697241,5321,.18129924,5321,.56199419,5321,.77107853,290,.014258284,487,.22080149,213,.47438893,290,27.17536,5321,.0017400529,5201,.4550631,5321,.40606621,5321,.84402746,5204,.2683056,5204,.68688023,3549,.26350209,291,.055542145,487,.29499483,10398,.65761971,10398,.4353663,10398,.51634401,10398,.91705793,10398,.85184342,707,.011952795,1200,.5856756,670,.68910098,707,40.312153,10398,.033951346,10348,.7824015,10398,.86145598,10398,.9443714,10349,.22062747,10349,.66281104,8882,.1901677,708,.20363404,1200,.64058024,31065,29343,15912,15330
34,41,136,.45887354,136,.12032863,136,.18793479,136,.75224668,136,.22077218,136,.81404251,,,,,,,,,136,.00038019099,136,.37371194,136,.67609942,136,.92599398,136,.14566053,136,.48851678,111,.23032509,,,,,4161,.60870939,4161,.3401081,4161,.58745205,4161,.88020843,4161,.078717075,4161,.78635043,333,.0099225249,556,.52365035,273,.57195586,333,29.597017,4161,.012076349,4152,.69926012,4161,.83297908,4161,.95280993,4152,.16842595,4152,.52605146,3549,.10738333,333,.18494268,556,.62281406,134,.36112437,134,.10732799,134,.19733036,134,.68618697,134,.73838836,,,,,,,,,134,.001227974,134,.44523865,134,.52647299,134,.83837396,134,.20772925,134,.53675747,91,.25196439,,,,,4314,.58022469,4314,.28984013,4314,.48604551,4314,.89325505,4314,.84503943,322,.006913654,565,.41761303,307,.58712351,322,39.723927,4314,.0097712874,4304,.67855471,4314,.8277539,4314,.93460137,4304,.22842467,4304,.5650816,3627,.15996252,323,.12827523,565,.53757745,12354,11632,310,256
35,1,796,.42468244,796,.098167278,796,.26092842,796,.6266399,796,.28711396,796,.77660751,42,.065400995,70,.34815666,36,.37619075,42,32.160957,796,.00068705902,792,.43897596,796,.53836554,796,.91188401,792,.14932588,792,.58199793,619,.18745059,42,.054676309,70,.3647173,12647,.57293624,12647,.26883936,12647,.54716635,12647,.84405357,12647,.10448685,12647,.73066562,865,.017715523,1517,.56109262,702,.52916479,865,27.957474,12647,.012788566,12610,.53528595,12647,.77902949,12647,.9349786,12611,.11898698,12611,.55620307,10422,.09994594,865,.23982404,1517,.6464361,788,.37005338,788,.078486256,788,.23689437,788,.63432336,788,.73092598,44,-.000085906097,64,.25283542,36,.45883501,44,31.940765,788,.0000147051,777,.35470769,788,.53512186,788,.90058321,777,.22389479,777,.71312797,556,.237468,44,.034472261,64,.36231646,13246,.53785253,13246,.23687854,13246,.48876098,13246,.84234631,13246,.81178224,904,.016829206,1520,.42557564,825,.56209826,904,36.657314,13246,.010957018,13179,.51566768,13246,.76877868,13246,.9264214,13181,.1498775,13181,.56969094,10605,.12108639,905,.19010712,1520,.5158323,25883,24509,1938,1903
35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,.49707061,66,.12603278,66,.58553106,66,.92625195,66,.2009913,66,.73927158,,,,,,,,,66,.0099716196,65,.4171631,66,.80749673,66,.88050228,65,.13218047,65,.26992506,40,.065250792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,.48749658,67,.13297217,67,.4273243,67,.93705761,67,.75505441,,,,,,,,,67,-.0043427688,65,.4491452,67,.89094698,67,.94998747,65,.069806673,65,.2045029,36,.064494021,,,,,276,238,0,3
35,5,58,.4245671,58,.057515416,58,.36339128,58,.54815656,58,.51202071,58,.90859467,,,,,,,,,58,-.0011068,58,.28997716,58,.46552783,58,.91412741,58,.1084957,58,.39283332,43,.10353743,,,,,1482,.53431547,1482,.21949469,1482,.55546749,1482,.87507725,1482,.190111,1482,.71867752,114,.047158822,188,.43902129,82,.4666945,114,26.617601,1482,.01713144,1475,.46398798,1482,.81784689,1482,.94267839,1475,.19571307,1475,.47058207,1148,.11233397,114,.11684864,188,.54931241,53,.39699492,53,.13053527,53,.2199854,53,.61199069,53,.82817924,,,,,,,,,53,.019594021,52,.27026385,53,.49437228,53,.87722969,52,.10011095,52,.33383468,40,.03769492,,,,,1599,.53845251,1599,.21689254,1599,.54151785,1599,.86989915,1599,.82867336,96,-.001456855,164,.27883747,86,.44690487,96,42.316269,1599,.0095849801,1586,.40398461,1599,.81337494,1599,.94343746,1586,.19126365,1586,.46980524,1261,.1118089,96,.058817562,164,.35369435,3535,3241,182,152
35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,.51124144,266,.17934884,266,.58209383,266,.85914499,266,.21309687,266,.68765402,,,29,.2714929,,,,,266,.0025883589,262,.32513216,266,.80340326,266,.94409031,262,.21039926,262,.54731655,185,.1228831,,,29,.46380165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,.49772337,282,.18481919,282,.43222809,282,.85563254,282,.79733533,31,.00037605499,45,.31757149,29,.47342393,31,33.672268,282,.001985681,278,.31783041,282,.79582202,282,.93992442,278,.22186671,278,.58990586,201,.15283173,31,.076416999,45,.44723842,666,588,21,16
35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,.54668504,233,.19952907,233,.50580478,233,.89990503,233,.21531194,233,.7858007,,,25,.2917257,,,,,233,.0025124119,232,.29298586,233,.86910874,233,.96782601,232,.22830553,232,.3828539,166,.08299055,,,25,.30848888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,.51400048,285,.14834693,285,.48039171,285,.85748678,285,.82977527,23,.000094856201,37,.32591084,22,.51346636,23,38.170036,285,.000841295,284,.34118077,285,.73260111,285,.8755216,284,.18158366,284,.32222474,212,.076361477,23,.065115824,37,.5051176,705,643,14,2
35,9,232,.39889628,232,.053441461,232,.25849491,232,.64848346,232,.35222083,232,.86153167,,,35,.23027804,,,,,232,.0014579199,228,.35663939,232,.54367,232,.89638066,228,.17712179,228,.44769228,183,.18114501,,,35,.31721768,1730,.56333214,1730,.25830418,1730,.60456145,1730,.88351893,1730,.22833902,1730,.74356216,142,.017109448,222,.38880453,111,.5101465,142,24.507172,1730,.0075911349,1719,.51370615,1730,.84284514,1730,.95924151,1719,.16278228,1719,.42627788,1379,.09952116,142,.16068345,222,.52122509,208,.37648219,208,.068531588,208,.25734818,208,.61788929,208,.76303202,,,21,.25738895,,,,,208,.00081118097,204,.31718615,208,.52948594,208,.91142565,204,.21466495,204,.49496898,144,.16087437,,,21,.39046925,1850,.52912074,1850,.19640374,1850,.53921306,1850,.88285404,1850,.84172595,131,.026255267,197,.31308168,115,.50795895,131,41.890961,1850,.0031787041,1838,.48959082,1850,.82444829,1850,.9416644,1839,.18958966,1839,.43346968,1457,.12061825,131,.12797749,197,.37823281,3271,3124,532,483
35,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,.54672068,39,.17763837,39,.58829391,39,.97259182,39,.076822601,39,.79705137,,,,,,,,,39,.034552854,39,.41955313,39,.87728655,39,.90476167,39,.34946594,39,.38941577,26,.25764635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,.63854384,34,.34611362,34,.62540388,34,.96534312,34,.89788359,,,,,,,,,34,.000734534,34,.2265726,34,.80329138,34,.84709609,34,.33529988,34,.36907789,23,.038213339,,,,,154,142,0,0
35,13,140,.43848124,140,.13513252,140,.27084047,140,.57521081,140,.28100911,140,.80427194,,,,,,,,,140,.001363951,139,.37371925,140,.52984303,140,.95498091,139,.17384647,139,.48685324,118,.086562045,,,,,2374,.54851764,2374,.22435303,2374,.53655076,2374,.86017978,2374,.13073747,2374,.74518603,148,.028476115,277,.59132713,123,.52723819,148,28.928211,2374,.013875602,2367,.37536547,2374,.81068349,2374,.95044261,2366,.12956266,2366,.44089395,1890,.098103695,148,.39616868,277,.66850024,141,.34742233,141,.093735851,141,.24570803,141,.66372186,141,.70143718,,,,,,,,,141,.021155678,140,.20592947,141,.54502344,141,.88441628,140,.20788142,140,.63431042,92,.21865763,,,,,2480,.53237277,2480,.21852092,2480,.51154184,2480,.86487615,2480,.81209433,149,.003547549,263,.47311437,129,.57713884,149,35.429417,2480,.0068176761,2472,.34824553,2480,.79630715,2480,.93140131,2472,.1699923,2472,.45367354,1925,.13229017,149,.13726963,263,.55465764,5286,5042,305,339
35,15,49,.39260101,49,.054137696,49,.23847272,49,.57312471,49,.64542323,49,.80659187,,,,,,,,,49,-.002713243,48,.2189218,49,.48748967,49,.91184855,48,.11910722,48,.38018709,31,.03112651,,,,,1674,.58580995,1674,.31026664,1674,.58725154,1674,.88870257,1674,.21296105,1674,.70816278,107,.006104955,194,.39832765,82,.45239457,107,25.251022,1674,.014913336,1666,.39947125,1674,.81883454,1674,.93015689,1666,.21416487,1666,.508389,1241,.085463382,107,.14534257,194,.52731895,58,.48813218,58,.14626543,58,.38384402,58,.66381323,58,.80998343,,,,,,,,,58,.0028603161,57,.2889187,58,.54200828,58,.87883931,57,.21639742,57,.57738918,41,.16483629,,,,,1752,.58062571,1752,.29795307,1752,.53377485,1752,.89340019,1752,.81792271,119,.021760331,206,.35356033,111,.56228662,119,39.431713,1752,.017323077,1745,.39047876,1752,.81650388,1752,.92310756,1745,.25979158,1745,.54246223,1298,.10595028,119,.15054972,206,.4629297,3556,3390,77,92
35,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,.53145927,464,.17562754,464,.58838022,464,.83165431,464,.1697827,464,.68978024,28,-.001410355,45,.54801691,22,.47353336,28,23.377541,464,.0067205592,461,.39641124,464,.77785772,464,.94655919,461,.1294592,461,.33228874,308,.082780316,28,.31801492,45,.59625465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,.51518029,482,.16826715,482,.50692171,482,.85537112,482,.76869524,24,-.0045021609,44,.24596517,20,.47881663,24,31.12005,482,.000247269,480,.39091638,482,.78881156,482,.93327624,480,.20999128,480,.38971877,326,.10679699,24,.069419324,44,.42904928,1539,1417,23,10
35,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,.45616966,20,.10228983,20,.62176043,20,.81783974,20,.38292491,20,.68057311,,,,,,,,,20,.006862184,20,.38034755,20,.62177199,20,.82206494,20,.33977473,20,.33505255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,.4373143,22,.20695683,22,.43964452,22,.86609745,22,.83627129,,,,,,,,,22,.002932559,22,.26358849,22,.82002568,22,.95717806,22,.28464377,22,.31141663,,,,,,,51,50,2,0
35,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,41,0,2
35,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,.54398423,98,.20150885,98,.71114022,98,.92885125,98,.16137008,98,.58713031,,,,,,,,,98,.0049330029,96,.28244555,98,.86387146,98,.93558002,96,.18969576,96,.3005062,70,.09788055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,.51123124,92,.17196679,92,.62824291,92,.91866302,92,.8025018,,,,,,,,,92,-.000876276,90,.11663103,92,.87438816,92,.95488727,90,.20097065,90,.31686211,60,.076920055,,,,,331,319,4,3
35,25,142,.38049823,142,.060777906,142,.19271585,142,.69823086,142,.42998824,142,.84125167,,,,,,,,,142,-.001199655,140,.20108958,142,.54267085,142,.84595233,140,.2555829,140,.48887581,106,.20038998,,,,,1630,.57026285,1630,.28962994,1630,.57225901,1630,.86940706,1630,.24492274,1630,.70995659,110,.0068308269,185,.45110986,84,.41794303,110,25.847555,1630,.007569111,1613,.36617205,1630,.80946165,1630,.94018269,1613,.20349903,1613,.49194634,1194,.11221095,110,.1925225,185,.56952935,169,.38576865,169,.1130949,169,.26118654,169,.68890029,169,.72790021,,,,,,,,,169,-.0010673041,165,.2469269,169,.53023618,169,.83935475,165,.35242224,165,.63743019,107,.25863761,,,,,1671,.57333672,1671,.2720969,1671,.52136856,1671,.88830656,1671,.81522679,140,.0044111842,221,.19066153,125,.52783239,140,39.960442,1671,.011473695,1660,.36772516,1671,.81795186,1671,.92955822,1660,.20701927,1660,.49918154,1190,.11951043,140,.08320915,221,.28894347,3465,3300,386,332
35,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,.52333027,331,.1966951,331,.51432478,331,.79177135,331,.19203416,331,.77726412,,,39,.46177402,,,,,331,.010382909,326,.50249547,331,.75277525,331,.96069884,326,.16835758,326,.40380356,234,.091264971,,,39,.60625046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,.50563431,345,.18289948,345,.49977344,345,.85395819,345,.78293085,21,.0070121321,41,.22285299,,,21,36.111076,345,.001281238,341,.48952365,345,.78128332,345,.92761886,341,.25026572,341,.44332102,223,.15952678,21,.15525723,41,.39458337,1288,1229,4,7
35,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837,.63179141,837,.3674593,837,.62573445,837,.90061265,837,.050446387,837,.73331863,68,.01242486,119,.72223455,53,.65169227,68,29.114868,837,.020656444,834,.63496971,837,.853145,837,.9528926,834,.10318791,834,.24635889,709,.056805577,68,.37163225,119,.8148334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,.60784864,923,.31739932,923,.53999156,923,.93008327,923,.83743465,69,-.001831554,111,.53894997,65,.58153558,69,41.40863,923,.021159843,921,.63894886,923,.86310422,923,.93321162,921,.15352483,921,.30237296,769,.083611146,69,.35035124,111,.64700592,1893,1767,7,4
35,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,.47419733,331,.13393472,331,.53225261,331,.84940523,331,.19085617,331,.69594729,,,40,.35588965,,,,,331,-.00046227899,329,.2830933,331,.79769194,331,.94831783,329,.14265434,329,.37224698,229,.049739629,,,40,.52427113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,.50592709,377,.19360654,377,.5167802,377,.83346051,377,.83020627,30,.016782869,49,.34988406,26,.5250178,30,38.726395,377,.003200053,375,.28682759,377,.74118209,377,.90800023,375,.22234046,375,.39223579,278,.10824423,30,.077149644,49,.35607436,764,789,24,27
35,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,.5736618,438,.24229969,438,.58616382,438,.88930094,438,.15842563,438,.72953421,27,.0012071599,50,.4668327,22,.29239666,27,16.904833,438,.010218175,437,.49814358,438,.83513325,438,.9453221,437,.14621261,437,.32012928,358,.09467601,27,.084488228,50,.55083692,20,.3798787,20,.18381362,20,.31933057,20,.62057412,20,.6693024,,,,,,,,,20,-.0049121901,20,.040212803,20,.52518743,20,.90417945,20,.14168385,20,.576608,,,,,,,526,.51985794,526,.21451107,526,.52009201,526,.89236826,526,.78026158,43,-.00089848501,65,.40065399,41,.57655448,43,42.702442,526,.0046807379,516,.50460327,526,.83792567,526,.94568735,516,.20291279,516,.35278589,409,.16004501,43,.10290593,65,.57990956,994,874,47,40
35,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,.54039711,21,.21383566,21,.54686779,21,.68785828,21,.30929613,21,.68282574,,,,,,,,,21,-.001985013,21,.48627782,21,.64642471,21,.96192002,21,.079432227,21,.35969576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,.51192057,27,.18458925,27,.58184081,27,.90086091,27,.71362442,,,,,,,,,27,-.003481644,27,.3496002,27,.70340919,27,.78392744,27,.039108016,27,.39694035,,,,,,,87,71,2,0
35,35,160,.40111232,160,.096526131,160,.26043656,160,.71977073,160,.22241315,160,.79735172,,,,,,,,,160,.0053023109,159,.43569124,160,.68807429,160,.96798021,159,.17555298,159,.45572281,130,.22309615,,,,,1936,.52720189,1936,.20190704,1936,.55242282,1936,.87016463,1936,.17628759,1936,.72396046,137,.013668197,242,.36156076,107,.46531555,137,29.204765,1936,.003410277,1931,.48304379,1936,.81974721,1936,.94962883,1931,.13159858,1931,.41004214,1515,.08325734,137,.1077643,242,.49585003,201,.37386456,201,.062098,201,.34167093,201,.77939504,201,.71458203,,,,,,,,,201,.0036681341,199,.42155764,201,.69555753,201,.91647607,199,.1429684,199,.40628082,149,.14713445,,,,,2054,.49852714,2054,.15803738,2054,.51726437,2054,.88905972,2054,.80822325,138,.016029062,238,.27218348,121,.48076957,138,33.469185,2054,.003694169,2039,.45215866,2054,.81001484,2054,.92098594,2039,.18234007,2039,.41365403,1587,.10561023,138,.076743379,238,.39373386,4038,3811,357,328
35,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,.5052101,234,.19132166,234,.58202446,234,.8532182,234,.30490193,234,.76906157,,,24,.33358762,,,,,234,.0041338149,232,.28162399,234,.80645698,234,.95280945,232,.23430564,232,.42273846,157,.098402143,,,24,.45493311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,.52543545,232,.23693575,232,.56341511,232,.87711906,232,.80648357,,,32,.13534147,,,,,232,.001809088,231,.37926984,232,.78875351,232,.91186059,231,.17892927,231,.29666665,150,.11260231,,,32,.13267814,603,600,7,12
35,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,.52561355,114,.23019299,114,.44744641,114,.77730674,114,.19828354,114,.62262332,,,,,,,,,114,.035292048,111,.32883844,114,.75243479,114,.97261292,111,.11858172,111,.38564247,81,.067883082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,.48790514,104,.16461012,104,.39039901,104,.80901527,104,.79314721,,,,,,,,,104,.020063536,104,.38721225,104,.69599605,104,.88875538,104,.049842864,104,.26012871,67,.080568418,,,,,432,416,10,6
